72.31076086,0.01
72.32867382,0.02
72.34117082,0.03
72.35056259999999,0.04
72.35848485,0.05
72.36660941999999,0.06
72.37424115,0.07
72.38059012,0.08
72.38558813,0.09
72.39085279999999,0.1
72.39611226000001,0.11
72.4013636,0.12
72.4069118,0.13
72.4117725,0.14
72.41612345,0.15
72.42060172000001,0.16
72.42580168,0.17
72.4309794,0.18
72.43602637000001,0.19
72.44125179999999,0.2
72.44624406,0.21
72.4515752,0.22
72.45736412,0.23
72.4630868,0.24
72.46921624999999,0.25
72.47502182000001,0.26
72.48198997,0.27
72.48872072,0.28
72.49503170999999,0.29
72.5004845,0.3
72.50787416,0.31
72.51414464,0.32
72.52097806,0.33
72.5283262,0.34
72.5347979,0.35
72.54379384,0.36
72.55123090000001,0.37
72.55935862,0.38
72.56966249999999,0.39
72.5776702,0.4
72.59333184,0.41
72.60692658,0.42
72.62238162,0.43
72.63894604,0.44
72.65642115,0.45
72.6764223,0.46
72.70407377000001,0.47
72.74037312,0.48
72.81164007000001,0.49
72.9106085,0.5
88.281268,0.51
88.3204778,0.52
88.33874187,0.53
88.35000782,0.54
88.3615801,0.55
88.37273704,0.56
88.38307272,0.57
88.39258045999999,0.58
88.4021441,0.59
88.41131800000001,0.6
88.42035503999999,0.61
88.43032852,0.62
88.43999527999999,0.63
88.45008996,0.64
88.45987685,0.65
88.47040258,0.66
88.48246924,0.67
88.49558752,0.68
88.50729005,0.69
88.5208841,0.7
88.53654786,0.71
88.55150603999999,0.72
88.56948209,0.73
88.59058928,0.74
88.6186355,0.75
88.67913180000001,0.76
88.93289779000001,0.77
144.52706990000001,0.78
144.55867425,0.79
144.5873054,0.8
144.6068377,0.81
144.62709694,0.82
144.64993031,0.83
144.6730174,0.84
144.69249805,0.85
144.71097161999998,0.86
144.73790149,0.87
144.7641348,0.88
144.79772426,0.89
144.8236924,0.9
144.87680337999998,0.91
144.97197604,0.92
150.4539379800011,0.93
176.5293454,0.94
176.57678125,0.95
176.6180024,0.96
176.6636473,0.97
176.70022039999998,0.98
176.7746501,0.99
