  Fig   Protocol          File               Metric              Value        
 fig11   epaxos       FileWrite-1      p96.93000000000355   770.291758255135  
 fig11   epaxos       FileWrite-1      p96.94000000000355  771.5171470230352  
 fig11   epaxos       FileWrite-1      p96.95000000000356  772.7425357909356  
 fig11   epaxos       FileWrite-1      p96.96000000000356  773.9679245588359  
 fig11   epaxos       FileWrite-1      p96.97000000000357  775.1933133267362  
 fig11   epaxos       FileWrite-1      p96.98000000000357  776.4187020946387  
 fig11   epaxos       FileWrite-1      p96.99000000000358  777.6440908625389  
 fig11   epaxos       FileWrite-1      p97.00000000000358  778.8694796304392  
 fig11   epaxos       FileWrite-1      p97.01000000000359  780.0948683983395  
 fig11   epaxos       FileWrite-1      p97.02000000000359  781.3202571662397  
 fig11   epaxos       FileWrite-1      p97.0300000000036    782.54564593414   
 fig11   epaxos       FileWrite-1      p97.0400000000036   783.7710347020403  
 fig11   epaxos       FileWrite-1      p97.0500000000036   784.9964234699428  
 fig11   epaxos       FileWrite-1      p97.06000000000361  786.2218122378431  
 fig11   epaxos       FileWrite-1      p97.07000000000362  787.4472010057433  
 fig11   epaxos       FileWrite-1      p97.08000000000362  788.6725897736436  
 fig11   epaxos       FileWrite-1      p97.09000000000363  789.8979785415439  
 fig11   epaxos       FileWrite-1      p97.10000000000363  791.1233673094441  
 fig11   epaxos       FileWrite-1      p97.11000000000364  792.3487560773466  
 fig11   epaxos       FileWrite-1      p97.12000000000364  793.5741448452469  
 fig11   epaxos       FileWrite-1      p97.13000000000365  794.7995336131472  
 fig11   epaxos       FileWrite-1      p97.14000000000365  796.0249223810474  
 fig11   epaxos       FileWrite-1      p97.15000000000366  797.2503111489477  
 fig11   epaxos       FileWrite-1      p97.16000000000366  798.4756999168502  
 fig11   epaxos       FileWrite-1      p97.17000000000367  799.7010886847484  
 fig11   epaxos       FileWrite-1      p97.18000000000367  800.7810509024445  
 fig11   epaxos       FileWrite-1      p97.19000000000368  800.9018903992445  
 fig11   epaxos       FileWrite-1      p97.20000000000368  801.0227298960444  
 fig11   epaxos       FileWrite-1      p97.21000000000369  801.1435693928445  
 fig11   epaxos       FileWrite-1      p97.2200000000037   801.2644088896445  
 fig11   epaxos       FileWrite-1      p97.2300000000037   801.3852483864448  
 fig11   epaxos       FileWrite-1      p97.2400000000037   801.5060878832446  
 fig11   epaxos       FileWrite-1      p97.25000000000371  801.6269273800449  
 fig11   epaxos       FileWrite-1      p97.26000000000371  801.7477668768449  
 fig11   epaxos       FileWrite-1      p97.27000000000372  801.8686063736449  
 fig11   epaxos       FileWrite-1      p97.28000000000372  801.9894458704449  
 fig11   epaxos       FileWrite-1      p97.29000000000373   802.110285367245  
 fig11   epaxos       FileWrite-1      p97.30000000000373  802.2311248640452  
 fig11   epaxos       FileWrite-1      p97.31000000000374  802.3519643608453  
 fig11   epaxos       FileWrite-1      p97.32000000000374  802.4728038576453  
 fig11   epaxos       FileWrite-1      p97.33000000000375  802.5936433544452  
 fig11   epaxos       FileWrite-1      p97.34000000000376  802.7144828512453  
 fig11   epaxos       FileWrite-1      p97.35000000000376  802.8353223480453  
 fig11   epaxos       FileWrite-1      p97.36000000000377  802.9561618448456  
 fig11   epaxos       FileWrite-1      p97.37000000000377  803.0770013416457  
 fig11   epaxos       FileWrite-1      p97.38000000000378  803.1978408384457  
 fig11   epaxos       FileWrite-1      p97.39000000000378  803.3186803352457  
 fig11   epaxos       FileWrite-1      p97.40000000000379  803.4395198320457  
 fig11   epaxos       FileWrite-1      p97.41000000000379  803.5603593288457  
 fig11   epaxos       FileWrite-1      p97.4200000000038   803.6811988256458  
 fig11   epaxos       FileWrite-1      p97.4300000000038    803.802038322446  
 fig11   epaxos       FileWrite-1      p97.4400000000038   803.9228778192461  
 fig11   epaxos       FileWrite-1      p97.45000000000381  804.0437173160461  
 fig11   epaxos       FileWrite-1      p97.46000000000382  804.1645568128462  
 fig11   epaxos       FileWrite-1      p97.47000000000382  804.2853963096461  
 fig11   epaxos       FileWrite-1      p97.48000000000383  804.4062358064464  
 fig11   epaxos       FileWrite-1      p97.49000000000383  804.5270753032462  
 fig11   epaxos       FileWrite-1      p97.50000000000384  805.9439366756818  
 fig11   epaxos       FileWrite-1      p97.51000000000384  807.7185000849822  
 fig11   epaxos       FileWrite-1      p97.52000000000385  809.4930634942826  
 fig11   epaxos       FileWrite-1      p97.53000000000385   811.267626903583  
 fig11   epaxos       FileWrite-1      p97.54000000000386  813.0421903128835  
 fig11   epaxos       FileWrite-1      p97.55000000000386   814.816753722187  
 fig11   epaxos       FileWrite-1      p97.56000000000387  816.5913171314874  
 fig11   epaxos       FileWrite-1      p97.57000000000387  818.3658805407878  
 fig11   epaxos       FileWrite-1      p97.58000000000388  820.1404439500882  
 fig11   epaxos       FileWrite-1      p97.59000000000388  821.9150073593886  
 fig11   epaxos       FileWrite-1      p97.60000000000389   823.689570768689  
 fig11   epaxos       FileWrite-1      p97.6100000000039   825.4641341779894  
 fig11   epaxos       FileWrite-1      p97.6200000000039    827.238697587293  
 fig11   epaxos       FileWrite-1      p97.6300000000039   829.0132609965934  
 fig11   epaxos       FileWrite-1      p97.64000000000391  830.7878244058938  
 fig11   epaxos       FileWrite-1      p97.65000000000391  832.5623878151943  
 fig11   epaxos       FileWrite-1      p97.66000000000392  834.3369512244947  
 fig11   epaxos       FileWrite-1      p97.67000000000392  836.1115146337951  
 fig11   epaxos       FileWrite-1      p97.68000000000393  837.8860780430986  
 fig11   epaxos       FileWrite-1      p97.69000000000393  839.6606414523958  
 fig11   epaxos       FileWrite-1      p97.70000000000394  841.4352048616994  
 fig11   epaxos       FileWrite-1      p97.71000000000394  843.2097682709998  
 fig11   epaxos       FileWrite-1      p97.72000000000395  844.9843316803002  
 fig11   epaxos       FileWrite-1      p97.73000000000395  846.7588950896038  
 fig11   epaxos       FileWrite-1      p97.74000000000396   848.533458498901  
 fig11   epaxos       FileWrite-1      p97.75000000000396  850.3080219082046  
 fig11   epaxos       FileWrite-1      p97.76000000000397   852.082585317505  
 fig11   epaxos       FileWrite-1      p97.77000000000398  853.8571487268055  
 fig11   epaxos       FileWrite-1      p97.78000000000398  855.6317121361059  
 fig11   epaxos       FileWrite-1      p97.79000000000399  857.4062755454063  
 fig11   epaxos       FileWrite-1      p97.80000000000399  859.1808389547098  
 fig11   epaxos       FileWrite-1       p97.810000000004   860.1926124108096  
 fig11   epaxos       FileWrite-1       p97.820000000004   860.2166003176095  
 fig11   epaxos       FileWrite-1       p97.830000000004   860.2405882244095  
 fig11   epaxos       FileWrite-1      p97.84000000000401  860.2645761312095  
 fig11   epaxos       FileWrite-1      p97.85000000000402  860.2885640380096  
 fig11   epaxos       FileWrite-1      p97.86000000000402  860.3125519448096  
 fig11   epaxos       FileWrite-1      p97.87000000000403  860.3365398516096  
 fig11   epaxos       FileWrite-1      p97.88000000000403  860.3605277584096  
 fig11   epaxos       FileWrite-1      p97.89000000000404  860.3845156652096  
 fig11   epaxos       FileWrite-1      p97.90000000000404  860.4085035720096  
 fig11   epaxos       FileWrite-1      p97.91000000000405  860.4324914788097  
 fig11   epaxos       FileWrite-1      p97.92000000000405  860.4564793856097  
 fig11   epaxos       FileWrite-1      p97.93000000000406  860.4804672924097  
 fig11   epaxos       FileWrite-1      p97.94000000000406  860.5044551992097  
 fig11   epaxos       FileWrite-1      p97.95000000000407  860.5284431060097  
 fig11   epaxos       FileWrite-1      p97.96000000000407  860.5524310128097  
 fig11   epaxos       FileWrite-1      p97.97000000000408  860.5764189196098  
 fig11   epaxos       FileWrite-1      p97.98000000000408  860.6004068264098  
 fig11   epaxos       FileWrite-1      p97.99000000000409  860.6243947332098  
 fig11   epaxos       FileWrite-1      p98.00000000000409  860.6483826400098  
 fig11   epaxos       FileWrite-1      p98.0100000000041   860.6723705468098  
 fig11   epaxos       FileWrite-1      p98.0200000000041   860.6963584536098  
 fig11   epaxos       FileWrite-1      p98.03000000000411  860.7203463604098  
 fig11   epaxos       FileWrite-1      p98.04000000000411  860.7443342672099  
 fig11   epaxos       FileWrite-1      p98.05000000000412  860.7683221740099  
 fig11   epaxos       FileWrite-1      p98.06000000000412  860.7923100808098  
 fig11   epaxos       FileWrite-1      p98.07000000000413  860.8162979876099  
 fig11   epaxos       FileWrite-1      p98.08000000000413  860.8402858944099  
 fig11   epaxos       FileWrite-1      p98.09000000000414   860.86427380121   
 fig11   epaxos       FileWrite-1      p98.10000000000414   860.88826170801   
 fig11   epaxos       FileWrite-1      p98.11000000000415  860.9122496148099  
 fig11   epaxos       FileWrite-1      p98.12000000000415  860.9865568342486  
 fig11   epaxos       FileWrite-1      p98.13000000000416  861.5838254787487  
 fig11   epaxos       FileWrite-1      p98.14000000000416   862.181094123249  
 fig11   epaxos       FileWrite-1      p98.15000000000417  862.7783627677491  
 fig11   epaxos       FileWrite-1      p98.16000000000417  863.3756314122492  
 fig11   epaxos       FileWrite-1      p98.17000000000418  863.9729000567494  
 fig11   epaxos       FileWrite-1      p98.18000000000418  864.5701687012505  
 fig11   epaxos       FileWrite-1      p98.19000000000419  865.1674373457496  
 fig11   epaxos       FileWrite-1      p98.2000000000042   865.7647059902508  
 fig11   epaxos       FileWrite-1      p98.2100000000042   866.3619746347509  
 fig11   epaxos       FileWrite-1      p98.2200000000042    866.959243279251  
 fig11   epaxos       FileWrite-1      p98.23000000000421  867.5565119237513  
 fig11   epaxos       FileWrite-1      p98.24000000000422  868.1537805682514  
 fig11   epaxos       FileWrite-1      p98.25000000000422  868.7510492127526  
 fig11   epaxos       FileWrite-1      p98.26000000000423  869.3483178572517  
 fig11   epaxos       FileWrite-1      p98.27000000000423  869.9455865017528  
 fig11   epaxos       FileWrite-1      p98.28000000000424   870.542855146253  
 fig11   epaxos       FileWrite-1      p98.29000000000424  871.1401237907531  
 fig11   epaxos       FileWrite-1      p98.30000000000425  871.7373924352543  
 fig11   epaxos       FileWrite-1      p98.31000000000425  872.3346610797533  
 fig11   epaxos       FileWrite-1      p98.32000000000426  872.9319297242546  
 fig11   epaxos       FileWrite-1      p98.33000000000426  873.5291983687547  
 fig11   epaxos       FileWrite-1      p98.34000000000427  874.1264670132549  
 fig11   epaxos       FileWrite-1      p98.35000000000427   874.723735657755  
 fig11   epaxos       FileWrite-1      p98.36000000000428  875.3210043022551  
 fig11   epaxos       FileWrite-1      p98.37000000000428  875.9182729467564  
 fig11   epaxos       FileWrite-1      p98.38000000000429  876.5155415912565  
 fig11   epaxos       FileWrite-1      p98.39000000000429  877.1128102357567  
 fig11   epaxos       FileWrite-1      p98.4000000000043   877.7100788802568  
 fig11   epaxos       FileWrite-1      p98.4100000000043   878.3073475247569  
 fig11   epaxos       FileWrite-1      p98.42000000000431   878.904616169257  
 fig11   epaxos       FileWrite-1      p98.43000000000431  879.5018848137572  
 fig11   epaxos       FileWrite-1      p98.44000000000432  880.2527264935468  
 fig11   epaxos       FileWrite-1      p98.45000000000432  881.0575790288484  
 fig11   epaxos       FileWrite-1      p98.46000000000433  881.8624315641486  
 fig11   epaxos       FileWrite-1      p98.47000000000433  882.6672840994488  
 fig11   epaxos       FileWrite-1      p98.48000000000434   883.472136634749  
 fig11   epaxos       FileWrite-1      p98.49000000000434  884.2769891700491  
 fig11   epaxos       FileWrite-1      p98.50000000000435  885.0818417053507  
 fig11   epaxos       FileWrite-1      p98.51000000000435  885.8866942406495  
 fig11   epaxos       FileWrite-1      p98.52000000000436  886.6915467759511  
 fig11   epaxos       FileWrite-1      p98.53000000000436  887.4963993112514  
 fig11   epaxos       FileWrite-1      p98.54000000000437  888.3012518465515  
 fig11   epaxos       FileWrite-1      p98.55000000000437  889.1061043818531  
 fig11   epaxos       FileWrite-1      p98.56000000000438  889.9109569171519  
 fig11   epaxos       FileWrite-1      p98.57000000000438  890.7158094524535  
 fig11   epaxos       FileWrite-1      p98.58000000000439  891.5206619877537  
 fig11   epaxos       FileWrite-1      p98.5900000000044   892.3255145230539  
 fig11   epaxos       FileWrite-1      p98.6000000000044   893.1303670583541  
 fig11   epaxos       FileWrite-1      p98.6100000000044   893.9352195936542  
 fig11   epaxos       FileWrite-1      p98.62000000000441  894.7400721289558  
 fig11   epaxos       FileWrite-1      p98.63000000000442  895.5449246642546  
 fig11   epaxos       FileWrite-1      p98.64000000000442  896.3497771995562  
 fig11   epaxos       FileWrite-1      p98.65000000000443  897.1546297348564  
 fig11   epaxos       FileWrite-1      p98.66000000000443  897.9594822701566  
 fig11   epaxos       FileWrite-1      p98.67000000000444  898.7643348054568  
 fig11   epaxos       FileWrite-1      p98.68000000000444   899.569187340757  
 fig11   epaxos       FileWrite-1      p98.69000000000445  900.3740398760572  
 fig11   epaxos       FileWrite-1      p98.70000000000445  901.1788924113588  
 fig11   epaxos       FileWrite-1      p98.71000000000446  901.9837449466589  
 fig11   epaxos       FileWrite-1      p98.72000000000446  902.7885974819592  
 fig11   epaxos       FileWrite-1      p98.73000000000447  903.5934500172593  
