144.93147528,0.01
144.98603058,0.02
145.02533047,0.03
145.05632076,0.04
145.08385604999998,0.05
145.10913779999998,0.06
145.1344426,0.07
145.16158732,0.08
145.1878131,0.09
145.21635310000002,0.1
145.25452370000002,0.11
145.30298072,0.12
145.40649359999998,0.13
176.9138824,0.14
176.97028515,0.15
177.00691436,0.16
177.03587807,0.17
177.06067938,0.18
177.0804051,0.19
177.09837900000002,0.2
177.11577579000001,0.21
177.13232238,0.22
177.14828487,0.23
177.1637016,0.24
177.17865325,0.25
177.1917256,0.26
177.2060128,0.27
177.2202988,0.28
177.2370689,0.29
177.25290600000002,0.3
177.269955,0.31
177.2882346,0.32
177.30641757,0.33
177.326831,0.34
177.35081285,0.35
177.38163164,0.36
177.42562793,0.37
177.50727841999998,0.38
184.79793992,0.39
184.8839776,0.4
184.92858259,0.41
184.96093718,0.42
184.98942863,0.43
185.0125894,0.44
185.033933,0.45
185.0528132,0.46
185.06910906,0.47
185.084246,0.48
185.0989873,0.49
185.114346,0.5
185.12908679999998,0.51
185.1434898,0.52
185.15747869999998,0.53
185.17392579999998,0.54
185.1898205,0.55
185.20504864,0.56
185.22337589999998,0.57
185.24211778,0.58
185.2645158,0.59
185.290954,0.6
185.3211981,0.61
185.3724966,0.62
185.5752545,0.63
240.83519692,0.64
240.88765915,0.65
240.9217686,0.66
240.9485102,0.67
240.9706246,0.68
240.98973130000002,0.69
241.00676470000002,0.7
241.0236059,0.71
241.03876408000002,0.72
241.0525295,0.73
241.066114,0.74
241.0783985,0.75
241.090918,0.76
241.1023979,0.77
241.11544598,0.78
241.12839871,0.79
241.139721,0.8
241.15217798999998,0.81
241.16591422,0.82
241.17849510000002,0.83
241.1916666,0.84
241.2064265,0.85
241.2197434,0.86
241.2346323,0.87
241.25302272000002,0.88
241.2716907,0.89
241.295053,0.9,0.9
241.297346221,0.9009999999999999
241.2998169,0.902
241.30178657,0.903
241.30455348,0.904
241.30696234500002,0.905
241.31044242,0.9059999999999999
241.31350783699997,0.907
241.31619916,0.9079999999999999
241.31879639000002,0.909
241.3215268,0.91
241.324457081,0.9109999999999999
241.32839768,0.912
241.33134347,0.9129999999999999
241.33415492,0.914
241.3381982,0.915
241.341956724,0.9159999999999999
241.34615346,0.917
241.350937798,0.9179999999999999
241.355328829,0.919
241.3594464,0.92
241.36408886,0.9209999999999999
241.369152038,0.922
241.37512081,0.9229999999999999
241.38052811999998,0.924
241.385009925,0.925
241.39211618,0.9259999999999999
241.39943852,0.927
241.409987,0.9279999999999999
241.42091965,0.929
241.43030194,0.93
241.439882329,0.9309999999999999
241.454266016,0.932
241.469878413,0.9329999999999999
241.500849324,0.934
241.53225128,0.935
241.581641064,0.9359999999999999
241.637249402,0.937
241.73378840799998,0.938
288.84279431000004,0.9390000000000001
288.89327598,0.94
288.924922859,0.941
288.942202018,0.9420000000000001
288.96085807699995,0.943
288.976017,0.9440000000000001
288.98942366,0.945
288.99852732,0.946
289.008809513,0.9470000000000001
289.01797210800004,0.948
289.02654443,0.9490000000000001
289.03538305,0.95
289.041167268,0.951
289.048634648,0.9520000000000001
289.05791919300003,0.953
289.06463815999996,0.9540000000000001
289.072002005,0.955
289.07764227999996,0.956
289.08620594,0.9570000000000001
289.092469342,0.958
